"""course code""","""course name""","""prerequisites""","""restrictions"""
"""SOC*4010""","""Violence and Society""","""14.00 credits AND (SOC*2700 OR SOC*3310) AND (SOAN*3120 OR POLS*3650 )""","""{}"""
"""SOC*4030""","""Advanced Topics in Criminology""","""14.00 credits AND (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750 OR (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (SOAN*3120 OR POLS*3650)))""","""{}"""
"""SOC*4130""","""Advanced Seminar in Violence and Society""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (SOC*2700 OR SOC*3310)""","""{}"""
"""SOC*4140""","""Victimology""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (SOC*2700 OR SOC*3310)""","""{}"""
"""SOC*4150""","""Youth and Violence""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (SOC*2700 OR SOC*3310)""","""{}"""
"""SOC*4170""","""Violence Against Women and Gendered Violence""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (SOC*2700 OR SOC*3310)""","""{}"""
"""SOC*4200""","""Advanced Topics in Criminal Justice""","""14.00 credits AND (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750 OR (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (SOAN*3120 OR POLS*3650)))""","""{}"""
"""SOC*4300""","""Theoretical and Methodological Issues""","""14.00 credits AND SOAN*3070 AND SOAN*3120 AND SOC*3310""","""{}"""
"""SOC*4320""","""Advanced Seminar in Criminal Justice""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4330""","""Miscarriages of Justice""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4340""","""Women and the Criminal Justice System""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4350""","""Drugs and Society""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4410""","""Women, Work and Public Policy""","""12.50 credits AND (ANTH*2160 OR ANTH*2180 OR SOAN*2112 OR SOC*2700 OR SOAN*2120)""","""{}"""
"""SOC*4420""","""Sociology of Food""","""12.50 credits AND (IDEV*2100 OR SOAN*2120 OR SOAN*3070 OR (1 of ANTH*2160 OR ANTH*2180 OR IDEV*2300 OR SOAN*2112))""","""{}"""
"""SOC*4430""","""Alternative Social Possibilities""","""12.50 credits AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (1 of POLS*2650 OR POLS*3180 OR SOAN*2120))""","""{}"""
"""SOC*4460""","""Advanced Seminar in Criminology""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4470""","""Youth in Conflict with the Law""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4480""","""Moral Regulation""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4490""","""Advanced Theory and Methods in Criminology""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4500""","""Crime and Social Exclusion""","""14.00 credits AND (POLS*3650 OR SOAN*3120) AND (ANTH*3690 OR SOC*2700 OR SOC*3310 OR (2 of SOC*3490 OR SOC*3710 OR SOC*3730 OR SOC*3740 OR SOC*3750))""","""{}"""
"""SOC*4740""","""Seminar in Sociology""","""12.50 credits AND SOC*3310 AND SOAN*3070 AND SOAN*3120""","""{}"""
"""SOC*4840""","""Seminar in Sociology""","""12.50 credits AND SOC*3310 AND SOAN*3070 AND SOAN*3120""","""{}"""
"""SOC*4880""","""Special Projects in Sociology""","""12.50 credits""","""{}"""
"""SOC*4890""","""Special Projects in Sociology""","""12.50 credits""","""{}"""
"""SOC*4900""","""Honours Sociology Thesis I""","""15.00 credits AND SOC*3310 AND SOAN*3070 AND SOAN*3120. CJPP students must have 15.00 credits AND SOC*2700 AND SOAN*3120 AND OR POLS*3650""","""{}"""
"""SOC*4910""","""Honours Sociology Thesis II""","""SOC*4900""","""{}"""
"""SOAN*2120""","""Introductory Methods""","""ANTH*1150 OR SOC*1100 OR SOC*1500""","""{}"""
"""SOAN*2290""","""Identities and Cultural Diversity""","""ANTH*1150 OR SOC*1100""","""{}"""
"""SOAN*2400""","""Introduction to Gender Systems""","""ANTH*1150 OR SOC*1100""","""{}"""
"""SOAN*3040""","""Globalization of Work and Organizations""","""ANTH*2160 OR ANTH*2180 OR IDEV*2500 OR SOAN*2112""","""{SOAN*2040}"""
"""SOAN*3070""","""Qualitative and Observational Methods""","""ONEH*2000 OR SOAN*2120""","""{}"""
"""SOAN*3100""","""Gender Perspectives on Families and Households""","""(ANTH*2160 OR ANTH*2180 OR SOAN*2112 OR SOAN*2400 OR (POLS*2650 OR SOAN*2120))""","""{FRHD*3120}"""
"""SOAN*2111""","""Classical Theory""","""ANTH*1150 OR SOC*1100 OR SOC*1500""","""{}"""
"""SOAN*2112""","""Classical Theory""","""SOAN*2111""","""{}"""
"""SOAN*3120""","""Quantitative Methods""","""SOAN*2120""","""{}"""
"""SOAN*3130""","""Protest, Resistance, and Collective Action""","""ANTH*2160 OR ANTH*2180 OR GEOG*2030 OR IDEV*2300 OR IDEV*2500 OR SOAN*2112""","""{}"""
"""SOAN*3240""","""Gender and Global Inequality I""","""ANTH*2160 OR ANTH*2180 OR IDEV*2300 OR IDEV*2500 OR SOC*2080""","""{}"""
"""SOAN*3250""","""Social Change in Latin America""","""ANTH*2160 OR ANTH*2180 OR IDEV*2010 OR IDEV*2500 OR SOC*2080""","""{}"""
"""SOAN*3380""","""Contemporary Issues in Culture, Society, Nature""","""(ANTH*2230 OR GEOG*2210 OR SOC*2280)""","""{SOC*3380}"""
"""SOAN*3680""","""Perspectives on Development""","""ANTH*2160 OR ANTH*2180 OR IDEV*2010 OR IDEV*2300 OR IDEV*2500 OR SOC*2080""","""{ANTH*3680}"""
"""SOAN*4210""","""Indigenous-Settler Relations in Canadian Society""","""12.50 credits AND (ANTH*2660 OR IDEV*2400 OR IDEV*2500 OR GEOG*2210 OR SOAN*2290 OR (1 of GEOG*2260 OR IDEV*2100 OR IES*2010 OR SOAN*3070))""","""{}"""
"""SOAN*4220""","""Gender and Change in Rural Canada""","""12.50 credits AND (ANTH*2160 OR ANTH*2180 OR IDEV*2300 OR SOC*2080 OR (1 of IDEV*2100 OR SOAN*2120 OR WMST*3000))""","""{}"""
"""SOAN*4230""","""Gender and Global Inequality II""","""12.50 credits AND SOAN*3240 AND (GEOG*3090 OR IDEV*2100 OR POLS*2650 OR POLS*3180 OR SOAN*2120)""","""{SOAN*4240}"""
"""SOAN*4250""","""Energy and Society""","""12.50 credits AND (IDEV*2100 OR SOAN*2120) AND (ANTH*2160 OR ANTH*2180 OR IDEV*2300 OR SOAN*2112 OR SOC*2080)""","""{}"""
"""SOAN*4260""","""Migration, Inequality and Social Change""","""12.50 credits AND (IDEV*2100 OR SOAN*2120) AND (ANTH*2160 OR ANTH*2180 OR IDEV*2300 OR IDEV*2500 OR SOAN*2112 OR SOC*2080)""","""{}"""
"""SOAN*4320""","""Transition from School to Work""","""()""","""{}"""
"""SOAN*4500""","""Community Development""","""(ANTH*2160 OR ANTH*2180 OR IDEV*2010 OR IDEV*2500 OR ONEH*2000 OR SOC*2080 OR (1 of GEOG*2210 OR SOAN*2120 OR SOAN*3070))""","""{}"""
"""SPAN*1110""","""Introductory Spanish II""","""SPAN*1100""","""{}"""
"""SPAN*1500""","""Hispanic Film""","""()""","""{}"""
"""SPAN*2000""","""Intermediate Spanish I""","""()""","""{}"""
"""SPAN*2010""","""Intermediate Spanish II""","""SPAN*2000""","""{}"""
"""SPAN*2040""","""Culture of Spain""","""HISP*1110 OR SPAN*1110""","""{}"""
"""SPAN*2990""","""Hispanic Literary Studies""","""HISP*1110 OR SPAN*1110""","""{}"""
"""SPAN*1100""","""Introductory Spanish I""","""()""","""{}"""
"""SPAN*3080""","""Spanish American Culture""","""HISP*2000 OR SPAN*2000""","""{}"""
"""SPAN*3210""","""Topics in Hispanic Studies""","""SPAN*2990 OR SPAN*3220 OR SPAN*3230""","""{}"""
"""SPAN*3220""","""Literature and Arts I: Spain""","""HISP*2990 OR SPAN*2990""","""{}"""
"""SPAN*3230""","""Literature and Arts II: Latin America""","""HISP*2990 OR SPAN*2990""","""{}"""
"""SPAN*3240""","""Topics in Hispanic Linguistics""","""HISP*1110 OR SPAN*1110""","""{}"""
"""SPAN*3500""","""Advanced Spanish I""","""HISP*2010 OR SPAN*2010""","""{}"""
"""SPAN*3700""","""Experiential Learning and Language""","""10.00 credits AND 1.50 credits in Spanish.""","""{}"""
"""SPAN*3800""","""Directed Readings in Hispanic Studies""","""1.00 credits from the following: (HISP*3220 OR SPAN*3220) AND (HISP*3230 OR SPAN*3230) AND SPAN*3080""","""{}"""
"""SPAN*3810""","""Directed Readings in Hispanic Studies""","""1.00 credits from the following: (HISP*3220 OR SPAN*3220) AND (HISP*3230 OR SPAN*3230) AND SPAN*3080""","""{}"""
"""SPAN*4100""","""Seminar in Hispanic Studies""","""(HISP*4410 OR SPAN*4410) AND (HISP*4420 OR SPAN*4420)""","""{}"""
"""SPAN*4410""","""Senior Seminar on Latin America""","""HISP*2990 OR SPAN*2990""","""{}"""
"""SPAN*4420""","""Senior Seminar on Spain or Africa""","""HISP*2990 OR SPAN*2990""","""{}"""
"""SPAN*4500""","""Spanish Translation - Theory and Practice""","""HISP*3500 OR SPAN*3500""","""{}"""
"""SPAN*4840""","""Research Paper in Hispanic Studies""","""SPAN*3210 OR SPAN*3220 OR SPAN*3230""","""{}"""
"""SPMT*2020""","""The Business of Sport and Event Tourism""","""2.00 credits AND (MGMT*1000 OR MGMT*2150)""","""{}"""
"""SPMT*2220""","""Communication and Media Strategy in Sport and Events""","""MCS*1000 AND (HTM*2020 OR SPMT*2020)""","""{}"""
"""SPMT*3020""","""The Impact of Business on Sport Industry""","""(HTM*2020 OR SPMT*2020) AND (ECON*2560 OR FIN*2000)""","""{}"""
"""SPMT*1020""","""Sport Management Today""","""()""","""{}"""
"""SPMT*3220""","""Sales, Sponsorship and Stakeholder Engagement in Sport""","""9.00 credits AND (HTM*2020 OR SPMT*2020)""","""{}"""
"""SPMT*4020""","""Advanced Concepts in Sport and Event Management""","""14.00 credits AND including HTM*4080 AND (HTM*3020 OR SPMT*3020)""","""{}"""
"""STAT*2050""","""Statistics II""","""STAT*2040 OR STAT*2060 OR STAT*2120 OR STAT*2230""","""{STAT*2090}"""
"""STAT*2060""","""Statistics for Business Decisions""","""(4U mathematics OR equivalent) OR 0.50 credit in mathematics""","""{STAT*2040,STAT*2080,STAT*2120,STAT*2230}"""
"""STAT*2080""","""Introductory Applied Statistics I""","""(4U mathematics OR equivalent) OR 0.50 credit in mathematics""","""{STAT*2040,STAT*2060,STAT*2120,STAT*2230}"""
"""STAT*2090""","""Introductory Applied Statistics II""","""STAT*2080""","""{STAT*2050}"""
"""STAT*2040""","""Statistics I""","""4U Calculus and Vectors OR Advanced Functions and Calculus OR OAC Calculus OR MATH*1080""","""{STAT*2060,STAT*2080,STAT*2120,STAT*2230}"""
"""STAT*2120""","""Probability and Statistics for Engineers""","""IPS*1510 OR MATH*1090 OR MATH*1210 OR MATH*2080""","""{STAT*2040,STAT*2060,STAT*2080,STAT*2230}"""
"""STAT*2230""","""Biostatistics for Integrative Biology""","""BIOL*1070""","""{STAT*2040,STAT*2060,STAT*2080,STAT*2120}"""
"""STAT*3100""","""Introductory Mathematical Statistics I""","""(IPS*1510 OR MATH*1090 OR MATH*1210 OR MATH*2080 OR (STAT*2040 OR STAT*2120))""","""{}"""
"""STAT*3110""","""Introductory Mathematical Statistics II""","""STAT*3100""","""{}"""
"""STAT*3210""","""Experimental Design""","""STAT*2050""","""{}"""
"""STAT*3240""","""Applied Regression Analysis""","""MATH*1160 AND STAT*2050 AND (IPS*1510 OR MATH*1090 OR MATH*1210 OR MATH*2080)""","""{}"""
"""STAT*3320""","""Sampling Theory with Applications""","""(IPS*1510 OR MATH*1090 OR MATH*1210 OR MATH*2080 OR (1 of STAT*2050 OR STAT*3240 OR STAT*3100))""","""{}"""
"""STAT*3510""","""Environmental Risk Assessment""","""STAT*2050""","""{}"""
"""STAT*4000""","""Statistical Computing""","""MATH*2130 AND STAT*2050 AND STAT*3110""","""{}"""
"""STAT*4050""","""Topics in Applied Statistics I""","""STAT*3110 AND STAT*3240""","""{}"""
"""STAT*4060""","""Topics in Applied Statistics II""","""STAT*3110 AND STAT*3240""","""{}"""
"""STAT*4150""","""Topics in Applied Statistics III""","""STAT*3110 AND STAT*3240""","""{}"""
"""STAT*4340""","""Statistical Inference""","""STAT*3110 AND STAT*3240""","""{}"""
"""STAT*4350""","""Applied Multivariate Statistical Methods""","""MATH*1160 AND STAT*3110 AND STAT*3240""","""{}"""
"""STAT*4360""","""Applied Time Series Analysis""","""STAT*3240""","""{}"""
"""STAT*4600""","""Advanced Research Project in Statistics""","""1.00 credits in Statistics at the 3000 level OR above.""","""{}"""
"""SART*1050""","""Foundation Studio""","""()""","""{SART*1060}"""
"""SART*1060""","""Core Studio""","""()""","""{SART*1050}"""
"""SART*1150""","""Contemporary Artistic Practice""","""()""","""{}"""
"""SART*2090""","""Drawing I""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*2200""","""Painting I""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*2300""","""Sculpture I""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR ARTH*2220 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*2460""","""Printmaking I""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*2610""","""Photography I""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*2700""","""Digital Media I: Using Vector and Raster Images""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR ARTH*2220 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*2710""","""Digital Media II: Animation""","""SART*2700""","""{}"""
"""SART*2800""","""Experimental Studio I""","""(ARTH*1220 OR ARTH*1510 OR ARTH*1520 OR ARTH*2220 OR SART*1050 OR SART*1060)""","""{}"""
"""SART*3090""","""Drawing II""","""SART*2090""","""{}"""
"""SART*3200""","""Painting II""","""SART*2200""","""{}"""
"""SART*3300""","""Sculpture II""","""SART*2300""","""{}"""
"""SART*3470""","""Printmaking and Photo/Digital Technologies""","""SART*2460 OR SART*2610""","""{}"""
"""SART*3480""","""Digital Media III: Creating Content for the Web""","""SART*2710""","""{}"""
"""SART*3600""","""Digital & Non-Silver Photography""","""SART*2460 OR SART*2610""","""{}"""
"""SART*3660""","""Printmaking II""","""SART*2460""","""{SART*3450}"""
"""SART*3750""","""Photography II""","""SART*2610""","""{}"""
"""SART*3770""","""Experimental Studio II""","""SART*2800""","""{}"""
"""SART*3800""","""Experiential Learning I""","""3.00 credits in Studio Art""","""{}"""
"""SART*3900""","""Experiential Learning II""","""SART*3800 and 3.50 credits in Studio Art""","""{}"""
"""SART*4090""","""Drawing III""","""SART*3090""","""{}"""
"""SART*4130""","""Drawing IV""","""SART*4090""","""{}"""
"""SART*4200""","""Painting III""","""SART*3200""","""{}"""
"""SART*4240""","""Painting IV""","""SART*4200""","""{}"""
"""SART*4250""","""Special Topics in Painting and Drawing""","""SART*3090 OR SART*3200""","""{}"""
"""SART*4260""","""Special Topics in Painting and Drawing""","""SART*3090 OR SART*3200""","""{}"""
"""SART*4300""","""Sculpture III""","""SART*3300""","""{}"""
"""SART*4330""","""Sculpture IV""","""SART*4300""","""{}"""
"""SART*4410""","""Printmaking III""","""(SART*3470 OR SART*3660 OR SART*2460 OR SART*3600)""","""{}"""
"""SART*4470""","""Printmaking IV""","""SART*4410""","""{}"""
"""SART*4660""","""Topics in Experimental Studio""","""SART*3770""","""{}"""
"""SART*4670""","""Topics in Experimental Studio""","""SART*3770""","""{}"""
"""SART*4700""","""Photography III""","""(SART*3600 OR SART*3750 OR SART*2610 OR SART*3470)""","""{}"""
"""SART*4720""","""Photography IV""","""SART*4700""","""{}"""
"""SART*4750""","""Specialized Studio Practice I""","""A minimum of 0.50 credits at the 4000-level in Studio Arts AND a minimum cumulative average of at least 80% in SART courses and ARTH courses AND 6.50 credits in SART and ARTH.""","""{}"""
"""SART*4760""","""Specialized Studio Practice II""","""SART*4750""","""{SART*4750}"""
"""SART*4800""","""Special Topics in Sculpture""","""SART*3300""","""{}"""
"""SART*4810""","""Experimental Studio III""","""SART*3770 OR SART*4660 OR SART*4670""","""{}"""
"""SART*4870""","""Special Topics in Sculpture""","""SART*3300""","""{}"""
"""SART*4880""","""Experimental Studio IV""","""SART*4660 OR SART*4670 OR SART*4810""","""{}"""
"""SART*4890""","""Digital Media IV""","""SART*3480""","""{}"""
"""THST*1190""","""Theatre Workshop I""","""THST*1040""","""{}"""
"""THST*1200""","""The Languages of Media""","""()""","""{}"""
"""THST*1270""","""Theatre Research I""","""()""","""{}"""
"""THST*2050""","""Devising""","""THST*1190""","""{}"""
"""THST*2120""","""Writing for Performance""","""THST*1040""","""{}"""
"""THST*1040""","""Introduction to Performance""","""()""","""{}"""
"""THST*2190""","""Theatre Workshop II""","""THST*1190""","""{}"""
"""THST*2270""","""Theatre Research II""","""THST*1270""","""{}"""
"""THST*2450""","""Approaches to Media Studies""","""THST*1200""","""{}"""
"""THST*2500""","""Contemporary Cinema""","""()""","""{}"""
"""THST*2650""","""History of Communication""","""2.00 credits""","""{}"""
"""THST*3000""","""Experiential Learning""","""7.50 credits AND including THST*2050 AND THST*2190""","""{}"""
"""THST*3010""","""Experiential Learning""","""7.50 credits AND including THST*2050 AND THST*2190""","""{}"""
"""THST*3140""","""Performance and the Past""","""7.50 credits AND including THST*1040""","""{}"""
"""THST*3150""","""Special Topics: Performance""","""7.50 credits AND including THST*2270""","""{THST*3630}"""
"""THST*3160""","""Special Topics: Production""","""7.50 credits AND including THST*2270""","""{THST*3630}"""
"""THST*3170""","""Special Topics: Research""","""7.50 credits AND including THST*2270""","""{}"""
"""THST*3190""","""Theatre Workshop III""","""7.50 credits AND including THST*2190""","""{THST*3080,THST*3110,THST*3120,THST*3220,THST*3230}"""
"""THST*3260""","""Shakespeare: Text & Performance""","""2.50 credits in Theatre Studies including THST*3140 OR 1.00 credits in English""","""{}"""
"""THST*3340""","""Voice and Text in Performance""","""2.50 credits in Theatre Studies including THST*3190""","""{}"""
"""THST*3500""","""Performance Theory and Practice I""","""THST*2050 AND THST*2270""","""{}"""
"""THST*3530""","""Canadian Cinema""","""7.50 credits""","""{}"""
"""THST*3600""","""Directed Readings""","""3.00 credits in Theatre Studies including THST*3140 AND THST*2190 AND (THST*2050 OR THST*2120)""","""{}"""
"""THST*3630""","""Special Studies in Studio Practice""","""3.00 credits in Theatre Studies including one of the following AND as appropriate to the topic of the course: THST*2080 AND THST*2120 AND THST*2230 AND THST*2240.""","""{}"""
"""THST*4190""","""Theatre Workshop IV""","""THST*3190""","""{}"""
"""THST*4240""","""Theatrical Organization and Culture""","""10.00 credits AND 1.00 credits in Theatre Studies.""","""{}"""
"""THST*4270""","""Research Seminar I""","""10.00 credits AND including (THST*2270 OR THST*3140 OR THST*3550 OR THST*3650 OR THST*3660)""","""{}"""
